wave,date,country_code,context,issue,pct
EB104.1,2025-10-01,HR,pers,immigration,3
EB105.2,2026-03-01,HR,pers,immigration,3
EB101.3,2024-04-01,HU,pers,immigration,4
EB102.2,2024-10-01,HU,pers,immigration,5
EB103.3,2025-03-01,HU,pers,immigration,3
EB104.1,2025-10-01,HU,pers,immigration,4
EB105.2,2026-03-01,HU,pers,immigration,4
EB101.3,2024-04-01,IE,pers,immigration,5
EB102.2,2024-10-01,IE,pers,immigration,7.000000000000001
EB103.3,2025-03-01,IE,pers,immigration,6
EB104.1,2025-10-01,IE,pers,immigration,8
EB105.2,2026-03-01,IE,pers,immigration,4
EB101.3,2024-04-01,IT,pers,immigration,8
EB102.2,2024-10-01,IT,pers,immigration,8
EB103.3,2025-03-01,IT,pers,immigration,7.000000000000001
EB104.1,2025-10-01,IT,pers,immigration,11
EB105.2,2026-03-01,IT,pers,immigration,8
EB101.3,2024-04-01,LT,pers,immigration,1
EB102.2,2024-10-01,LT,pers,immigration,3
EB103.3,2025-03-01,LT,pers,immigration,1
EB104.1,2025-10-01,LT,pers,immigration,3
EB105.2,2026-03-01,LT,pers,immigration,3
EB101.3,2024-04-01,LU,pers,immigration,5
EB102.2,2024-10-01,LU,pers,immigration,8
EB103.3,2025-03-01,LU,pers,immigration,5
EB104.1,2025-10-01,LU,pers,immigration,6
EB105.2,2026-03-01,LU,pers,immigration,5
EB102.2,2024-10-01,LV,pers,immigration,1
EB103.3,2025-03-01,LV,pers,immigration,1
EB104.1,2025-10-01,LV,pers,immigration,2
EB105.2,2026-03-01,LV,pers,immigration,2
EB101.3,2024-04-01,MD,pers,immigration,4
EB102.2,2024-10-01,MD,pers,immigration,5
EB103.3,2025-03-01,MD,pers,immigration,6
EB104.1,2025-10-01,MD,pers,immigration,5
EB105.2,2026-03-01,MD,pers,immigration,4
EB101.3,2024-04-01,ME,pers,immigration,8
EB102.2,2024-10-01,ME,pers,immigration,7.000000000000001
EB103.3,2025-03-01,ME,pers,immigration,8
EB104.1,2025-10-01,ME,pers,immigration,6
EB105.2,2026-03-01,ME,pers,immigration,9
EB101.3,2024-04-01,MK,pers,immigration,8
EB102.2,2024-10-01,MK,pers,immigration,10
EB103.3,2025-03-01,MK,pers,immigration,7.000000000000001
EB104.1,2025-10-01,MK,pers,immigration,10
EB105.2,2026-03-01,MK,pers,immigration,11
EB101.3,2024-04-01,MT,pers,immigration,13
EB102.2,2024-10-01,MT,pers,immigration,14.000000000000002
EB103.3,2025-03-01,MT,pers,immigration,11
EB104.1,2025-10-01,MT,pers,immigration,14.000000000000002
EB105.2,2026-03-01,MT,pers,immigration,11
EB101.3,2024-04-01,NL,pers,immigration,8
EB102.2,2024-10-01,NL,pers,immigration,7.000000000000001
EB103.3,2025-03-01,NL,pers,immigration,4
EB104.1,2025-10-01,NL,pers,immigration,6
EB105.2,2026-03-01,NL,pers,immigration,8
EB101.3,2024-04-01,PL,pers,immigration,4
EB102.2,2024-10-01,PL,pers,immigration,5
EB103.3,2025-03-01,PL,pers,immigration,4
EB104.1,2025-10-01,PL,pers,immigration,6
EB105.2,2026-03-01,PL,pers,immigration,4
EB101.3,2024-04-01,PT,pers,immigration,2
EB102.2,2024-10-01,PT,pers,immigration,2
EB103.3,2025-03-01,PT,pers,immigration,4
EB104.1,2025-10-01,PT,pers,immigration,3
EB105.2,2026-03-01,PT,pers,immigration,2
EB101.3,2024-04-01,RO,pers,immigration,3
EB102.2,2024-10-01,RO,pers,immigration,3
EB103.3,2025-03-01,RO,pers,immigration,3
EB104.1,2025-10-01,RO,pers,immigration,4
EB105.2,2026-03-01,RO,pers,immigration,4
EB101.3,2024-04-01,RS,pers,immigration,5
EB102.2,2024-10-01,RS,pers,immigration,3
EB103.3,2025-03-01,RS,pers,immigration,2
EB104.1,2025-10-01,RS,pers,immigration,5
EB105.2,2026-03-01,RS,pers,immigration,5
EB101.3,2024-04-01,SE,pers,immigration,4
EB102.2,2024-10-01,SE,pers,immigration,3
EB103.3,2025-03-01,SE,pers,immigration,3
EB104.1,2025-10-01,SE,pers,immigration,4
EB105.2,2026-03-01,SE,pers,immigration,4
EB101.3,2024-04-01,SI,pers,immigration,3
EB102.2,2024-10-01,SI,pers,immigration,4
EB103.3,2025-03-01,SI,pers,immigration,3
EB104.1,2025-10-01,SI,pers,immigration,3
EB105.2,2026-03-01,SI,pers,immigration,3
EB101.3,2024-04-01,SK,pers,immigration,2
EB102.2,2024-10-01,SK,pers,immigration,2
EB103.3,2025-03-01,SK,pers,immigration,2
EB104.1,2025-10-01,SK,pers,immigration,3
EB105.2,2026-03-01,SK,pers,immigration,3
EB101.3,2024-04-01,TR,pers,immigration,8
EB102.2,2024-10-01,TR,pers,immigration,8
EB103.3,2025-03-01,TR,pers,immigration,5
EB104.1,2025-10-01,TR,pers,immigration,6
EB105.2,2026-03-01,TR,pers,immigration,4
EB101.3,2024-04-01,UK,pers,immigration,5
EB102.2,2024-10-01,UK,pers,immigration,5
EB103.3,2025-03-01,UK,pers,immigration,7.000000000000001
EB104.1,2025-10-01,UK,pers,immigration,9
EB105.2,2026-03-01,UK,pers,immigration,8
EB101.3,2024-04-01,XK,pers,immigration,8
EB102.2,2024-10-01,XK,pers,immigration,7.000000000000001
EB103.3,2025-03-01,XK,pers,immigration,6
EB104.1,2025-10-01,XK,pers,immigration,7.000000000000001
EB105.2,2026-03-01,XK,pers,immigration,3
